0.001, 0.0012412, 0.0004079,
0.001, 0.0012929, 0.0004997,
0.001, 0.0011688, 0.0004674,
0.001, 0.0012138, 0.0012266,
0.002, 0.0013913, 0.000564,
0.001, 0.0010868, 0.0008833,
0.001, 0.0011788, 0.0004947,
0.001, 0.0012262, 0.0006533,
0.002, 0.0011428, 0.0010157,
0.002, 0.0011667, 0.000542,
0.001, 0.001278, 0.000503,
0.001, 0.0010304, 0.0008408,
0.001, 0.0010242, 0.0005552,
0.001, 0.000942, 0.0004357,
0.001, 0.0010252, 0.0004389,
0.001, 0.0015796, 0.0004383,
0.002, 0.0013222, 0.0004255,
0.001, 0.0012751, 0.0007882,
0.002, 0.0013248, 0.0004559,
0.001, 0.0012158, 0.0004216,
0.001, 0.0010263, 0.0004026,
0.001, 0.0012422, 0.001404,
0.002, 0.0010492, 0.000827,
0.001, 0.001139, 0.0005494,
0.001, 0.0011333, 0.0009179,
0.002, 0.0013553, 0.0006626,
0.002, 0.001404, 0.0005002,
0.001, 0.0012655, 0.0007783,
0.002, 0.001084, 0.0005631,
0.001, 0.001164, 0.0005525,
0.001, 0.0009766, 0.0005648,
0.001, 0.0010159, 0.0005032,
0.001, 0.0010664, 0.0004989,
0.001, 0.0013666, 0.0004917,
0.001, 0.0017842, 0.0009312,
0.002, 0.0011841, 0.0007136,
0.001, 0.0012447, 0.0003811,
0.001, 0.0013177, 0.0004101,
0.001, 0.0019106, 0.0005384,
0.002, 0.0013028, 0.0006057,
0.001, 0.0012424, 0.0006347,
0.001, 0.0011721, 0.0004758,
0.001, 0.0013473, 0.0008279,
0.002, 0.0012681, 0.0006346,
0.001, 0.0012209, 0.0004768,
0.001, 0.0012023, 0.0004379,
0.001, 0.0013864, 0.0006746,
0.002, 0.0011017, 0.0005817,
0.001, 0.0012467, 0.0006861,
0.001, 0.0013256, 0.0007417,
0.002, 0.001219, 0.0007523,
0.001, 0.001179, 0.0005257,
0.001, 0.0012196, 0.0011153,
0.002, 0.0011931, 0.0007485,
0.001, 0.0013068, 0.0007878,
0.002, 0.0022478, 0.0007841,
0.003, 0.0012802, 0.0010845,
0.002, 0.0012465, 0.000904,
0.002, 0.0013018, 0.0005643,
0.001, 0.0014479, 0.0006027,
0.002, 0.001351, 0.0005057,
0.001, 0.0012893, 0.0005109,
0.001, 0.001167, 0.0004225,
0.001, 0.0017996, 0.0005635,
0.002, 0.0015904, 0.0008305,
0.002, 0.0011611, 0.0006317,
0.001, 0.0014072, 0.0006406,
0.002, 0.0011546, 0.0005796,
0.001, 0.0011871, 0.0007812,
0.001, 0.000972, 0.0005278,
0.001, 0.0013153, 0.0006502,
0.001, 0.0014611, 0.0006784,
0.002, 0.001012, 0.0006714,
0.001, 0.0014052, 0.0005989,
0.002, 0.0010856, 0.0003914,
0.001, 0.0011385, 0.0005858,
0.001, 0.0009735, 0.0004523,
0.001, 0.0009763, 0.0004492,
0.001, 0.0012375, 0.0005464,
0.001, 0.0012148, 0.0003887,
0.001, 0.0010584, 0.0003888,
0.001, 0.0014277, 0.0005347,
0.001, 0.0012728, 0.0004779,
0.001, 0.0013743, 0.0007371,
0.002, 0.0014286, 0.0008539,
0.002, 0.0011582, 0.0006587,
0.001, 0.0012388, 0.0006283,
0.001, 0.0011318, 0.0004712,
0.001, 0.0010972, 0.000807,
0.001, 0.0011641, 0.0005389,
0.001, 0.0010436, 0.0004835,
0.001, 0.0011001, 0.0004175,
0.001, 0.0012076, 0.0003927,
0.001, 0.0011831, 0.0003895,
0.001, 0.0012183, 0.0003859,
0.001, 0.0011743, 0.0004495,
0.001, 0.0012241, 0.0003906,
0.001, 0.0012192, 0.0003884,
0.001, 0.0012058, 0.0003886,
0.001, 0.0011055, 0.0005236,
